name	taxonomy_id	taxonomy_lvl	2827.bracken_num	2827.bracken_frac	2828.bracken_num	2828.bracken_frac	2830.bracken_num	2830.bracken_frac	2831.bracken_num	2831.bracken_frac	2832.bracken_num	2832.bracken_frac	2833.bracken_num	2833.bracken_frac	2834.bracken_num	2834.bracken_frac	2836.bracken_num	2836.bracken_frac	2837.bracken_num	2837.bracken_frac	2839.bracken_num	2839.bracken_frac	2840.bracken_num	2840.bracken_frac	2841.bracken_num	2841.bracken_frac	2842.bracken_num	2842.bracken_frac	2845.bracken_num	2845.bracken_frac	2846.bracken_num	2846.bracken_frac	2847.bracken_num	2847.bracken_frac	2850.bracken_num	2850.bracken_frac	2853.bracken_num	2853.bracken_frac	2854.bracken_num	2854.bracken_frac	2855.bracken_num	2855.bracken_frac	2857.bracken_num	2857.bracken_frac	2858.bracken_num	2858.bracken_frac	2859.bracken_num	2859.bracken_frac	2862.bracken_num	2862.bracken_frac	2866.bracken_num	2866.bracken_frac	2867.bracken_num	2867.bracken_frac	2870.bracken_num	2870.bracken_frac	2871.bracken_num	2871.bracken_frac	2872.bracken_num	2872.bracken_frac
Limosilactobacillus	2742598	G	13309	0.02092	22564	0.02547	19028	0.02306	18492	0.02185	13802	0.01494	17323	0.01202	79973	0.10608	4321	0.00424	31479	0.04850	12427	0.02030	6555	0.00970	11562	0.01443	38021	0.05525	14760	0.01422	3353	0.00451	5957	0.01075	30343	0.02909	18480	0.02333	32440	0.03549	13909	0.01069	31621	0.03670	1661	0.00230	21148	0.01837	7848	0.01035	7946	0.01274	14926	0.01825	34047	0.05484	34560	0.03785	24790	0.03004
Ligilactobacillus	2767887	G	840	0.00132	353	0.00040	8183	0.00992	983	0.00116	992	0.00107	556	0.00039	965	0.00128	1848	0.00181	826	0.00127	359	0.00059	645	0.00095	935	0.00117	601	0.00087	659	0.00063	636	0.00086	646	0.00117	2886	0.00277	205	0.00026	354	0.00039	1640	0.00126	1388	0.00161	43	0.00006	1067	0.00093	199	0.00026	2860	0.00459	627	0.00077	896	0.00144	1776	0.00194	540	0.00065
Lactiplantibacillus	2767842	G	105	0.00017	253	0.00029	377	0.00046	400	0.00047	739	0.00080	527	0.00037	322	0.00043	298	0.00029	164	0.00025	422	0.00069	505	0.00075	1026	0.00128	629	0.00091	329	0.00032	64	0.00009	335	0.00060	941	0.00090	174	0.00022	212	0.00023	1678	0.00129	1279	0.00148	33	0.00005	669	0.00058	164	0.00022	240	0.00038	617	0.00075	932	0.00150	704	0.00077	501	0.00061
Lacticaseibacillus	2759736	G	60	0.00009	217	0.00024	284	0.00034	258	0.00030	492	0.00053	536	0.00037	219	0.00029	200	0.00020	111	0.00017	225	0.00037	323	0.00048	726	0.00091	266	0.00039	319	0.00031	33	0.00004	247	0.00045	756	0.00072	127	0.00016	214	0.00023	1237	0.00095	884	0.00103	32	0.00004	460	0.00040	92	0.00012	169	0.00027	397	0.00049	815	0.00131	514	0.00056	275	0.00033
Oenococcus	46254	G	24	0.00004	59	0.00007	97	0.00012	76	0.00009	143	0.00015	108	0.00007	68	0.00009	67	0.00007	26	0.00004	87	0.00014	130	0.00019	291	0.00036	81	0.00012	96	0.00009	0	0.00000	66	0.00012	176	0.00017	30	0.00004	64	0.00007	375	0.00029	246	0.00029	26	0.00004	141	0.00012	92	0.00012	59	0.00009	308	0.00038	169	0.00027	293	0.00032	56	0.00007
Pediococcus	1253	G	17	0.00003	99	0.00011	114	0.00014	125	0.00015	223	0.00024	208	0.00014	110	0.00015	79	0.00008	51	0.00008	85	0.00014	171	0.00025	354	0.00044	110	0.00016	161	0.00016	21	0.00003	132	0.00024	270	0.00026	42	0.00005	95	0.00010	604	0.00046	370	0.00043	0	0.00000	186	0.00016	24	0.00003	70	0.00011	168	0.00021	330	0.00053	286	0.00031	115	0.00014
Weissella	46255	G	15	0.00002	57	0.00006	73	0.00009	68	0.00008	97	0.00010	175	0.00012	99	0.00013	53	0.00005	35	0.00005	45	0.00007	81	0.00012	144	0.00018	50	0.00007	93	0.00009	81	0.00011	62	0.00011	101	0.00010	28	0.00004	70	0.00008	205	0.00016	108	0.00013	12	0.00002	70	0.00006	45	0.00006	79	0.00013	126	0.00015	89	0.00014	144	0.00016	26	0.00003
Levilactobacillus	2767886	G	14	0.00002	52	0.00006	49	0.00006	71	0.00008	140	0.00015	98	0.00007	61	0.00008	84	0.00008	43	0.00007	62	0.00010	80	0.00012	186	0.00023	83	0.00012	88	0.00008	0	0.00000	40	0.00007	178	0.00017	23	0.00003	43	0.00005	230	0.00018	187	0.00022	0	0.00000	117	0.00010	16	0.00002	58	0.00009	113	0.00014	147	0.00024	151	0.00017	69	0.00008
Amylolactobacillus	2767876	G	12	0.00002	63	0.00007	85	0.00010	103	0.00012	146	0.00016	135	0.00009	76	0.00010	59	0.00006	25	0.00004	63	0.00010	140	0.00021	234	0.00029	90	0.00013	114	0.00011	0	0.00000	84	0.00015	285	0.00027	47	0.00006	81	0.00009	568	0.00044	344	0.00040	0	0.00000	177	0.00015	18	0.00002	52	0.00008	149	0.00018	242	0.00039	236	0.00026	93	0.00011
Streptococcus	1301	G	320	0.00050	1517	0.00171	2708	0.00328	13052	0.01542	4001	0.00433	4396	0.00305	6654	0.00883	6496	0.00637	1403	0.00216	2696	0.00440	3320	0.00491	4981	0.00622	11427	0.01661	27311	0.02630	712	0.00096	2055	0.00371	3533	0.00339	1874	0.00237	30562	0.03343	7274	0.00559	5770	0.00670	894	0.00124	3900	0.00339	1125	0.00148	2771	0.00444	14941	0.01827	4681	0.00754	4514	0.00494	2025	0.00245
Lactococcus	1357	G	10	0.00002	108	0.00012	147	0.00018	118	0.00014	329	0.00036	294	0.00020	66	0.00009	116	0.00011	70	0.00011	130	0.00021	166	0.00025	377	0.00047	136	0.00020	157	0.00015	40	0.00005	144	0.00026	402	0.00039	78	0.00010	86	0.00009	665	0.00051	444	0.00052	13	0.00002	326	0.00028	46	0.00006	117	0.00019	261	0.00032	347	0.00056	280	0.00031	158	0.00019
Enterococcus	1350	G	153	0.00024	751	0.00085	1086	0.00132	1079	0.00128	2679	0.00290	1967	0.00137	863	0.00114	920	0.00090	461	0.00071	1425	0.00233	1472	0.00218	3886	0.00485	1110	0.00161	1270	0.00122	252	0.00034	983	0.00177	3237	0.00310	539	0.00068	778	0.00085	5327	0.00410	3809	0.00442	267	0.00037	2196	0.00191	307	0.00040	1011	0.00162	1883	0.00230	3249	0.00523	2394	0.00262	1508	0.00183
Paenibacillus	44249	G	1066	0.00168	369	0.00042	1076	0.00130	1079	0.00128	1999	0.00216	3445	0.00239	1441	0.00191	1248	0.00122	357	0.00055	1707	0.00279	757	0.00112	1233	0.00154	684	0.00099	1696	0.00163	485	0.00065	487	0.00088	1203	0.00115	660	0.00083	672	0.00074	2220	0.00171	2025	0.00235	631	0.00087	1223	0.00106	354	0.00047	668	0.00107	1004	0.00123	1381	0.00222	1353	0.00148	960	0.00116
Brevibacillus	55080	G	142	0.00022	92	0.00010	241	0.00029	229	0.00027	244	0.00026	253	0.00018	139	0.00018	206	0.00020	78	0.00012	175	0.00029	198	0.00029	285	0.00036	105	0.00015	177	0.00017	73	0.00010	111	0.00020	280	0.00027	258	0.00033	107	0.00012	462	0.00036	327	0.00038	132	0.00018	292	0.00025	41	0.00005	83	0.00013	408	0.00050	321	0.00052	225	0.00025	222	0.00027
Cohnella	329857	G	87	0.00014	30	0.00003	56	0.00007	47	0.00006	89	0.00010	228	0.00016	78	0.00010	51	0.00005	15	0.00002	65	0.00011	40	0.00006	72	0.00009	51	0.00007	84	0.00008	47	0.00006	27	0.00005	80	0.00008	28	0.00004	126	0.00014	157	0.00012	94	0.00011	143	0.00020	101	0.00009	24	0.00003	31	0.00005	54	0.00007	99	0.00016	53	0.00006	42	0.00005
Thermobacillus	76632	G	23	0.00004	0	0.00000	14	0.00002	0	0.00000	25	0.00003	62	0.00004	42	0.00006	0	0.00000	11	0.00002	0	0.00000	0	0.00000	16	0.00002	11	0.00002	18	0.00002	0	0.00000	0	0.00000	0	0.00000	15	0.00002	14	0.00002	11	0.00001	50	0.00006	23	0.00003	14	0.00001	0	0.00000	11	0.00002	10	0.00001	0	0.00000	13	0.00001	17	0.00002
Aneurinibacillus	55079	G	12	0.00002	12	0.00001	29	0.00004	52	0.00006	107	0.00012	51	0.00004	24	0.00003	38	0.00004	0	0.00000	23	0.00004	42	0.00006	99	0.00012	25	0.00004	45	0.00004	0	0.00000	25	0.00005	34	0.00003	0	0.00000	41	0.00004	133	0.00010	61	0.00007	10	0.00001	32	0.00003	18	0.00002	23	0.00004	73	0.00009	46	0.00007	64	0.00007	19	0.00002
Saccharibacillus	456492	G	11	0.00002	0	0.00000	13	0.00002	20	0.00002	11	0.00001	27	0.00002	15	0.00002	12	0.00001	0	0.00000	11	0.00002	0	0.00000	15	0.00002	0	0.00000	11	0.00001	10	0.00001	0	0.00000	0	0.00000	13	0.00002	0	0.00000	14	0.00001	19	0.00002	18	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00002	16	0.00002
Bacillus	1386	G	2049	0.00322	3118	0.00352	6018	0.00729	5486	0.00648	11506	0.01245	10607	0.00736	3810	0.00505	7009	0.00687	2042	0.00315	5012	0.00819	5910	0.00874	11929	0.01489	4255	0.00618	6777	0.00653	1416	0.00191	4499	0.00812	15765	0.01512	2978	0.00376	3496	0.00382	21677	0.01667	16459	0.01910	1034	0.00143	9509	0.00826	1665	0.00220	3547	0.00569	8554	0.01046	14842	0.02391	7602	0.00833	5970	0.00723
Heyndrickxia	2837504	G	233	0.00037	140	0.00016	197	0.00024	214	0.00025	324	0.00035	351	0.00024	236	0.00031	132	0.00013	131	0.00020	234	0.00038	254	0.00038	624	0.00078	194	0.00028	190	0.00018	99	0.00013	176	0.00032	612	0.00059	483	0.00061	166	0.00018	852	0.00066	697	0.00081	216	0.00030	433	0.00038	197	0.00026	205	0.00033	331	0.00040	718	0.00116	421	0.00046	293	0.00036
Fervidibacillus	3033930	G	51	0.00008	13	0.00001	19	0.00002	0	0.00000	14	0.00002	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00003	0	0.00000	0	0.00000	0	0.00000	32	0.00003	18	0.00002	22	0.00002	0	0.00000	0	0.00000	14	0.00002	36	0.00003	0	0.00000	0	0.00000	26	0.00003	0	0.00000	0	0.00000	0	0.00000
Geobacillus	129337	G	47	0.00007	30	0.00003	70	0.00008	73	0.00009	93	0.00010	173	0.00012	55	0.00007	63	0.00006	23	0.00004	73	0.00012	64	0.00009	139	0.00017	36	0.00005	105	0.00010	25	0.00003	44	0.00008	125	0.00012	47	0.00006	46	0.00005	188	0.00014	167	0.00019	31	0.00004	123	0.00011	17	0.00002	57	0.00009	157	0.00019	123	0.00020	122	0.00013	72	0.00009
Neobacillus	2675232	G	27	0.00004	36	0.00004	54	0.00007	52	0.00006	122	0.00013	171	0.00012	61	0.00008	63	0.00006	15	0.00002	77	0.00013	43	0.00006	62	0.00008	35	0.00005	109	0.00010	10	0.00001	34	0.00006	80	0.00008	22	0.00003	54	0.00006	172	0.00013	120	0.00014	31	0.00004	85	0.00007	27	0.00004	60	0.00010	59	0.00007	68	0.00011	91	0.00010	60	0.00007
Priestia	2800373	G	22	0.00003	113	0.00013	144	0.00017	133	0.00016	307	0.00033	260	0.00018	142	0.00019	120	0.00012	44	0.00007	178	0.00029	205	0.00030	434	0.00054	135	0.00020	162	0.00016	43	0.00006	119	0.00021	430	0.00041	71	0.00009	91	0.00010	645	0.00050	425	0.00049	23	0.00003	306	0.00027	64	0.00008	118	0.00019	255	0.00031	466	0.00075	339	0.00037	154	0.00019
Mesobacillus	2675231	G	18	0.00003	0	0.00000	24	0.00003	33	0.00004	37	0.00004	92	0.00006	20	0.00003	16	0.00002	0	0.00000	23	0.00004	12	0.00002	30	0.00004	15	0.00002	34	0.00003	14	0.00002	0	0.00000	15	0.00001	0	0.00000	21	0.00002	32	0.00002	50	0.00006	15	0.00002	26	0.00002	0	0.00000	16	0.00003	12	0.00001	13	0.00002	24	0.00003	15	0.00002
Peribacillus	2675229	G	26	0.00004	42	0.00005	28	0.00003	46	0.00005	121	0.00013	129	0.00009	26	0.00003	58	0.00006	20	0.00003	27	0.00004	45	0.00007	80	0.00010	36	0.00005	89	0.00009	0	0.00000	28	0.00005	74	0.00007	26	0.00003	22	0.00002	164	0.00013	91	0.00011	35	0.00005	48	0.00004	15	0.00002	23	0.00004	82	0.00010	114	0.00018	74	0.00008	57	0.00007
Rossellomorea	2837508	G	18	0.00003	18	0.00002	36	0.00004	32	0.00004	64	0.00007	77	0.00005	15	0.00002	44	0.00004	10	0.00002	31	0.00005	36	0.00005	62	0.00008	24	0.00003	56	0.00005	10	0.00001	28	0.00005	47	0.00005	16	0.00002	13	0.00001	103	0.00008	80	0.00009	13	0.00002	40	0.00003	11	0.00001	14	0.00002	54	0.00007	46	0.00007	60	0.00007	25	0.00003
Halobacillus	45667	G	15	0.00002	0	0.00000	15	0.00002	19	0.00002	28	0.00003	31	0.00002	14	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00002	0	0.00000	34	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	15	0.00002	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	13	0.00002	0	0.00000	22	0.00003
Fictibacillus	1329200	G	12	0.00002	0	0.00000	22	0.00003	18	0.00002	35	0.00004	34	0.00002	17	0.00002	13	0.00001	0	0.00000	16	0.00003	22	0.00003	28	0.00003	23	0.00003	34	0.00003	0	0.00000	0	0.00000	25	0.00002	0	0.00000	10	0.00001	58	0.00004	49	0.00006	0	0.00000	33	0.00003	0	0.00000	18	0.00003	22	0.00003	22	0.00004	34	0.00004	18	0.00002
Salicibibacter	2685905	G	12	0.00002	0	0.00000	19	0.00002	11	0.00001	20	0.00002	48	0.00003	32	0.00004	0	0.00000	12	0.00002	0	0.00000	0	0.00000	40	0.00005	0	0.00000	19	0.00002	13	0.00002	0	0.00000	33	0.00003	22	0.00003	0	0.00000	39	0.00003	49	0.00006	0	0.00000	29	0.00003	0	0.00000	12	0.00002	23	0.00003	23	0.00004	13	0.00001	10	0.00001
Staphylococcus	1279	G	946	0.00149	959	0.00108	1622	0.00197	1445	0.00171	2323	0.00251	2283	0.00158	1311	0.00174	1540	0.00151	660	0.00102	1526	0.00249	1782	0.00264	3788	0.00473	1333	0.00194	1730	0.00167	422	0.00057	1401	0.00253	4655	0.00446	1130	0.00143	1349	0.00148	6171	0.00474	3934	0.00457	379	0.00052	2631	0.00228	518	0.00068	1055	0.00169	2426	0.00297	4145	0.00668	4069	0.00446	1441	0.00175
Macrococcus	69965	G	14	0.00002	0	0.00000	25	0.00003	19	0.00002	44	0.00005	77	0.00005	16	0.00002	31	0.00003	0	0.00000	29	0.00005	13	0.00002	28	0.00003	18	0.00003	40	0.00004	0	0.00000	0	0.00000	27	0.00003	0	0.00000	0	0.00000	28	0.00002	42	0.00005	0	0.00000	14	0.00001	0	0.00000	13	0.00002	29	0.00004	12	0.00002	29	0.00003	11	0.00001
Alicyclobacillus	29330	G	121	0.00019	16	0.00002	64	0.00008	135	0.00016	706	0.00076	106	0.00007	36	0.00005	45	0.00004	18	0.00003	64	0.00010	31	0.00005	62	0.00008	38	0.00006	641	0.00062	27	0.00004	21	0.00004	38	0.00004	98	0.00012	49	0.00005	146	0.00011	158	0.00018	46	0.00006	63	0.00005	23	0.00003	90	0.00014	285	0.00035	45	0.00007	43	0.00005	54	0.00007
Tumebacillus	432330	G	41	0.00006	0	0.00000	0	0.00000	36	0.00004	112	0.00012	25	0.00002	25	0.00003	19	0.00002	0	0.00000	0	0.00000	0	0.00000	51	0.00006	0	0.00000	27	0.00003	0	0.00000	0	0.00000	0	0.00000	25	0.00003	17	0.00002	83	0.00006	54	0.00006	20	0.00003	49	0.00004	19	0.00003	20	0.00003	91	0.00011	69	0.00011	0	0.00000	28	0.00003
Kyrpidia	1129704	G	23	0.00004	12	0.00001	13	0.00002	36	0.00004	15	0.00002	33	0.00002	12	0.00002	0	0.00000	0	0.00000	14	0.00002	12	0.00002	53	0.00007	17	0.00002	27	0.00003	0	0.00000	15	0.00003	19	0.00002	0	0.00000	11	0.00001	62	0.00005	40	0.00005	0	0.00000	20	0.00002	0	0.00000	28	0.00004	26	0.00003	23	0.00004	21	0.00002	20	0.00002
Effusibacillus	1502725	G	10	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	53	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Planococcus	1372	G	51	0.00008	36	0.00004	68	0.00008	72	0.00009	144	0.00016	194	0.00013	54	0.00007	58	0.00006	15	0.00002	58	0.00009	39	0.00006	113	0.00014	36	0.00005	115	0.00011	23	0.00003	48	0.00009	81	0.00008	45	0.00006	32	0.00004	222	0.00017	149	0.00017	18	0.00002	77	0.00007	17	0.00002	48	0.00008	97	0.00012	98	0.00016	122	0.00013	71	0.00009
Sporosarcina	1569	G	24	0.00004	87	0.00010	110	0.00013	92	0.00011	199	0.00022	185	0.00013	120	0.00016	78	0.00008	32	0.00005	117	0.00019	100	0.00015	206	0.00026	87	0.00013	143	0.00014	25	0.00003	72	0.00013	255	0.00024	46	0.00006	92	0.00010	427	0.00033	219	0.00025	42	0.00006	200	0.00017	26	0.00003	61	0.00010	123	0.00015	249	0.00040	221	0.00024	105	0.00013
Exiguobacterium	33986	G	47	0.00007	18	0.00002	31	0.00004	43	0.00005	115	0.00012	84	0.00006	20	0.00003	34	0.00003	15	0.00002	29	0.00005	16	0.00002	185	0.00023	23	0.00003	65	0.00006	17	0.00002	19	0.00003	40	0.00004	23	0.00003	19	0.00002	63	0.00005	44	0.00005	23	0.00003	36	0.00003	13	0.00002	31	0.00005	22	0.00003	19	0.00003	40	0.00004	53	0.00006
Hydrogenibacillus	1609627	G	19	0.00003	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	10	0.00001	0	0.00000	16	0.00002	13	0.00002	0	0.00000	0	0.00000	12	0.00002	0	0.00000	19	0.00001	0	0.00000	18	0.00002	13	0.00001	0	0.00000	13	0.00002	12	0.00001	11	0.00002	0	0.00000	0	0.00000
Kroppenstedtia	1274351	G	10	0.00002	0	0.00000	0	0.00000	12	0.00001	20	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	150	0.00019	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00003	15	0.00001	10	0.00001	0	0.00000	0	0.00000	12	0.00002	0	0.00000	0	0.00000	27	0.00004	12	0.00001	0	0.00000
Listeria	1637	G	311	0.00049	214	0.00024	375	0.00045	523	0.00062	937	0.00101	1119	0.00078	342	0.00045	285	0.00028	277	0.00043	309	0.00050	532	0.00079	1764	0.00220	538	0.00078	776	0.00075	56	0.00008	477	0.00086	1162	0.00111	265	0.00033	271	0.00030	2059	0.00158	1622	0.00188	47	0.00006	517	0.00045	105	0.00014	495	0.00079	809	0.00099	1095	0.00176	649	0.00071	360	0.00044
Agathobacter	1766253	G	5429	0.00853	14824	0.01673	16596	0.02011	10546	0.01246	16131	0.01746	81436	0.05652	20029	0.02657	21497	0.02108	12393	0.01909	7731	0.01263	10264	0.01518	2147	0.00268	18025	0.02620	3657	0.00352	20379	0.02742	1149	0.00207	34189	0.03278	66055	0.08340	20637	0.02257	15302	0.01177	1945	0.00226	6493	0.00898	8540	0.00742	14119	0.01862	9732	0.01561	14712	0.01799	5639	0.00908	2679	0.00293	453	0.00055
Roseburia	841	G	4284	0.00673	6255	0.00706	7853	0.00952	6080	0.00718	5829	0.00631	57163	0.03968	3522	0.00467	8296	0.00813	2868	0.00442	4780	0.00781	2076	0.00307	1080	0.00135	8714	0.01266	10882	0.01048	8900	0.01198	626	0.00113	13105	0.01257	18901	0.02387	10760	0.01177	4234	0.00326	2076	0.00241	3527	0.00488	2577	0.00224	13551	0.01787	36111	0.05792	7947	0.00972	2888	0.00465	2817	0.00308	420	0.00051
