name	taxonomy_id	taxonomy_lvl	2827.bracken_num	2827.bracken_frac	2828.bracken_num	2828.bracken_frac	2830.bracken_num	2830.bracken_frac	2831.bracken_num	2831.bracken_frac	2832.bracken_num	2832.bracken_frac	2833.bracken_num	2833.bracken_frac	2834.bracken_num	2834.bracken_frac	2836.bracken_num	2836.bracken_frac	2837.bracken_num	2837.bracken_frac	2839.bracken_num	2839.bracken_frac	2840.bracken_num	2840.bracken_frac	2841.bracken_num	2841.bracken_frac	2842.bracken_num	2842.bracken_frac	2845.bracken_num	2845.bracken_frac	2846.bracken_num	2846.bracken_frac	2847.bracken_num	2847.bracken_frac	2850.bracken_num	2850.bracken_frac	2853.bracken_num	2853.bracken_frac	2854.bracken_num	2854.bracken_frac	2855.bracken_num	2855.bracken_frac	2857.bracken_num	2857.bracken_frac	2858.bracken_num	2858.bracken_frac	2859.bracken_num	2859.bracken_frac	2862.bracken_num	2862.bracken_frac	2866.bracken_num	2866.bracken_frac	2867.bracken_num	2867.bracken_frac	2870.bracken_num	2870.bracken_frac	2871.bracken_num	2871.bracken_frac	2872.bracken_num	2872.bracken_frac
Pectinatus frisingensis	865	S	2985	0.00477	110	0.00013	1448	0.00179	271	0.00032	86	0.0001	726	0.00051	290	0.00039	202	0.0002	275	0.00043	886	0.00148	320	0.00048	33	0.00004	274	0.0004	155	0.00015	313	0.00043	122	0.00022	213	0.00021	3101	0.00398	177	0.0002	149	0.00012	226	0.00027	332	0.00047	268	0.00023	971	0.00129	282	0.00046	615	0.00077	162	0.00027	51	0.00006	1716	0.00211
Selenobaculum gbiensis	3054208	S	351	0.00056	781	0.00089	123	0.00015	88	0.00011	329	0.00036	96	0.00007	53	0.00007	161	0.00016	545	0.00085	300	0.0005	75	0.00011	649	0.00082	178	0.00026	2074	0.00203	5024	0.00683	401	0.00074	809	0.00079	82	0.00011	2013	0.00224	131	0.0001	507	0.0006	4263	0.00597	13196	0.01155	284	0.00038	373	0.00061	2760	0.00344	1609	0.00265	5427	0.00601	71	0.00009
uncultured Sporomusa sp.	307249	S	828	0.00132	77	0.00009	162	0.0002	147	0.00018	0	0	94	0.00007	47	0.00006	82	0.00008	26	0.00004	46	0.00008	96	0.00014	0	0	32	0.00005	64	0.00006	177	0.00024	51	0.00009	101	0.0001	253	0.00032	166	0.00018	0	0	66	0.00008	220	0.00031	359	0.00031	328	0.00044	61	0.0001	103	0.00013	151	0.00025	45	0.00005	245	0.0003
Sporomusa termitida	2377	S	97	0.00016	31	0.00004	159	0.0002	51	0.00006	77	0.00009	87	0.00006	64	0.00009	54	0.00005	16	0.00002	51	0.00009	40	0.00006	96	0.00012	18	0.00003	38	0.00004	148	0.0002	0	0	59	0.00006	81	0.0001	14	0.00002	73	0.00006	199	0.00024	65	0.00009	83	0.00007	67	0.00009	45	0.00007	74	0.00009	69	0.00011	58	0.00006	49	0.00006
Pelosinus sp. UFO1	484770	S	27	0.00004	0	0	0	0	0	0	24	0.00003	16	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.00002	0	0	0	0
Methylomusa anaerophila	1930071	S	10	0.00002	0	0	0	0	0	0	14	0.00002	18	0.00001	0	0	0	0	0	0	0	0	0	0	16	0.00002	12	0.00002	11	0.00001	0	0	0	0	0	0	0	0	0	0	11	0.00001	11	0.00001	0	0	0	0	0	0	0	0	0	0	15	0.00002	0	0	0	0
Megasphaera elsdenii	907	S	97287	0.15547	116973	0.13296	56258	0.06943	15081	0.01808	6114	0.00677	13093	0.00927	80332	0.10793	68004	0.06741	86064	0.13414	18827	0.03142	53211	0.07967	26934	0.03411	47653	0.07011	28030	0.0274	48936	0.06652	59820	0.10987	292248	0.28368	57363	0.07356	47400	0.05269	9398	0.00733	40217	0.0475	81111	0.11367	256809	0.22474	165827	0.22009	31201	0.05083	19997	0.0249	29403	0.04842	3389	0.00375	83240	0.10218
Megasphaera hexanoica	1675036	S	1631	0.00261	665	0.00076	367	0.00045	363	0.00044	94	0.0001	1811	0.00128	760	0.00102	1192	0.00118	736	0.00115	1514	0.00253	422	0.00063	42	0.00005	293	0.00043	586	0.00057	9864	0.01341	277	0.00051	965	0.00094	2071	0.00266	1547	0.00172	1060	0.00083	188	0.00022	3686	0.00517	2876	0.00252	5222	0.00693	189	0.00031	572	0.00071	246	0.00041	1070	0.00118	3212	0.00394
Megasphaera massiliensis	1232428	S	711	0.00114	929	0.00106	403	0.0005	328	0.00039	89	0.0001	87	0.00006	339	0.00046	620	0.00061	610	0.00095	141	0.00024	204	0.00031	130	0.00016	361	0.00053	672	0.00066	4041	0.00549	561	0.00103	1604	0.00156	227	0.00029	286	0.00032	57	0.00004	97	0.00011	1805	0.00253	4087	0.00358	2142	0.00284	213	0.00035	148	0.00018	221	0.00036	1007	0.00112	1059	0.0013
Megasphaera stantonii	2144175	S	283	0.00045	71	0.00008	112	0.00014	79	0.00009	24	0.00003	128	0.00009	94	0.00013	119	0.00012	55	0.00009	57	0.0001	56	0.00008	34	0.00004	46	0.00007	101	0.0001	204	0.00028	47	0.00009	159	0.00015	74	0.00009	41	0.00005	32	0.00002	87	0.0001	152	0.00021	313	0.00027	223	0.0003	51	0.00008	142	0.00018	66	0.00011	37	0.00004	267	0.00033
Dialister succinatiphilus	487173	S	87877	0.14043	10839	0.01232	21486	0.02651	6028	0.00723	2030	0.00225	2327	0.00165	13801	0.01854	27935	0.02769	16641	0.02594	5563	0.00928	8652	0.01295	594	0.00075	6308	0.00928	10237	0.01001	18321	0.02491	10483	0.01925	6060	0.00588	13750	0.01763	26056	0.02896	8818	0.00687	3101	0.00366	54320	0.07612	33157	0.02902	22681	0.0301	17445	0.02842	3836	0.00478	7113	0.01171	6478	0.00717	25100	0.03081
Dialister pneumosintes	39950	S	6199	0.00991	4167	0.00474	6166	0.00761	1934	0.00232	545	0.0006	921	0.00065	2921	0.00392	4970	0.00493	4716	0.00735	1471	0.00245	2777	0.00416	293	0.00037	2023	0.00298	2009	0.00196	4698	0.00639	6925	0.01272	3042	0.00295	3879	0.00497	8169	0.00908	3928	0.00306	1039	0.00123	16008	0.02243	10237	0.00896	6483	0.0086	5197	0.00847	977	0.00122	2813	0.00463	1478	0.00164	7206	0.00885
Dialister hominis	2582419	S	4019	0.00642	1227	0.00139	5120	0.00632	1813	0.00217	715	0.00079	0	0	3647	0.0049	5332	0.00529	1463	0.00228	440	0.00073	0	0	264	0.00033	0	0	2608	0.00255	3863	0.00525	1445	0.00265	0	0	2559	0.00328	3493	0.00388	1611	0.00126	815	0.00096	9814	0.01375	8018	0.00702	4217	0.0056	4489	0.00731	1233	0.00154	0	0	1101	0.00122	5677	0.00697
Dialister massiliensis	2161821	S	1967	0.00314	1578	0.00179	1295	0.0016	0	0	0	0	0	0	1301	0.00175	4000	0.00397	5053	0.00788	2085	0.00348	3328	0.00498	0	0	2502	0.00368	955	0.00093	1870	0.00254	1487	0.00273	0	0	1543	0.00198	4575	0.00509	1530	0.00119	542	0.00064	4760	0.00667	4609	0.00403	1988	0.00264	2518	0.0041	0	0	0	0	964	0.00107	3695	0.00454
Veillonella rodentium	248315	S	93	0.00015	0	0	78	0.0001	67	0.00008	23	0.00003	18	0.00001	0	0	0	0	65	0.0001	0	0	0	0	38	0.00005	0	0	23	0.00002	76	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	127	0.00018	100	0.00009	0	0	44	0.00007	0	0	0	0	66	0.00007	62	0.00008
Veillonella rogosae	423477	S	28	0.00004	0	0	0	0	0	0	0	0	19	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidaminococcus fermentans	905	S	14650	0.02341	4241	0.00482	3932	0.00485	1514	0.00182	687	0.00076	6021	0.00426	2585	0.00347	1851	0.00183	778	0.00121	7088	0.01183	1929	0.00289	290	0.00037	763	0.00112	1178	0.00115	5383	0.00732	588	0.00108	3401	0.0033	6636	0.00851	4130	0.00459	710	0.00055	534	0.00063	19629	0.02751	3092	0.00271	6531	0.00867	1008	0.00164	6038	0.00752	866	0.00143	2891	0.0032	23105	0.02836
Acidaminococcus intestini	187327	S	1315	0.0021	285	0.00032	429	0.00053	177	0.00021	359	0.0004	1245	0.00088	218	0.00029	446	0.00044	80	0.00012	653	0.00109	347	0.00052	566	0.00072	171	0.00025	398	0.00039	696	0.00095	145	0.00027	91	0.00009	386	0.00049	209	0.00023	143	0.00011	388	0.00046	732	0.00103	412	0.00036	350	0.00046	220	0.00036	846	0.00105	75	0.00012	249	0.00028	707	0.00087
Phascolarctobacterium succinatutens	626940	S	747	0.00119	736	0.00084	1036	0.00128	2223	0.00267	7298	0.00808	36051	0.02552	1031	0.00139	1010	0.001	5281	0.00823	6462	0.01078	153	0.00023	9759	0.01236	3972	0.00584	17006	0.01663	2904	0.00395	653	0.0012	9376	0.0091	9606	0.01232	11894	0.01322	2479	0.00193	14283	0.01687	4411	0.00618	8128	0.00711	233	0.00031	4228	0.00689	12639	0.01574	5077	0.00836	8918	0.00987	144	0.00018
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	60	0.0001	37	0.00004	105	0.00013	55	0.00007	3066	0.00339	8777	0.00621	95	0.00013	73	0.00007	110	0.00017	516	0.00086	16	0.00002	3940	0.00499	958	0.00141	1307	0.00128	102	0.00014	24	0.00004	606	0.00059	984	0.00126	581	0.00065	1176	0.00092	2775	0.00328	137	0.00019	174	0.00015	0	0	603	0.00098	3056	0.00381	298	0.00049	665	0.00074	38	0.00005
Phascolarctobacterium faecium	33025	S	28	0.00004	214	0.00024	34	0.00004	30	0.00004	1008	0.00112	1887	0.00134	13	0.00002	51	0.00005	129	0.0002	1585	0.00264	0	0	421	0.00053	360	0.00053	1036	0.00101	2806	0.00381	50	0.00009	149	0.00014	201	0.00026	496	0.00055	86	0.00007	370	0.00044	1883	0.00264	8840	0.00774	0	0	114	0.00019	1339	0.00167	494	0.00081	1875	0.00208	15	0.00002
Lactobacillus amylovorus	1604	S	12005	0.01918	458180	0.52079	260375	0.32132	330805	0.39663	367583	0.407	330024	0.23361	98389	0.13219	154773	0.15343	104277	0.16253	143684	0.23975	377385	0.56504	460873	0.58361	208123	0.3062	389267	0.38057	18311	0.02489	215303	0.39545	287432	0.279	130223	0.16699	117218	0.13029	763927	0.59558	387928	0.45814	10368	0.01453	279624	0.24471	147388	0.19562	163321	0.26605	363420	0.45259	215869	0.35551	420557	0.46567	183778	0.2256
Lactobacillus johnsonii	33959	S	10366	0.01657	18924	0.02151	24998	0.03085	13235	0.01587	4079	0.00452	2692	0.00191	141825	0.19054	6312	0.00626	17785	0.02772	4700	0.00784	2544	0.00381	4362	0.00552	56403	0.08298	6422	0.00628	10425	0.01417	24202	0.04445	11770	0.01142	17478	0.02241	34247	0.03807	13750	0.01072	2942	0.00347	739	0.00104	4751	0.00416	1902	0.00252	12267	0.01998	5757	0.00717	8096	0.01333	57143	0.06327	8760	0.01075
Lactobacillus delbrueckii	1584	S	616	0.00098	10537	0.01198	7840	0.00967	5984	0.00717	10393	0.01151	1349	0.00095	6937	0.00932	19561	0.01939	43089	0.06716	2266	0.00378	1865	0.00279	2990	0.00379	32611	0.04798	3452	0.00337	501	0.00068	7522	0.01382	11097	0.01077	1011	0.0013	3846	0.00428	8840	0.00689	3005	0.00355	66	0.00009	21049	0.01842	651	0.00086	18792	0.03061	1679	0.00209	3102	0.00511	17235	0.01908	5250	0.00644
Lactobacillus acidophilus	1579	S	465	0.00074	4205	0.00478	4845	0.00598	7339	0.0088	4172	0.00462	3918	0.00277	11558	0.01553	8474	0.0084	2308	0.0036	6059	0.01011	8844	0.01324	19305	0.02445	7500	0.01103	5379	0.00526	569	0.00077	5538	0.01017	22532	0.02187	2669	0.00342	7699	0.00856	48471	0.03779	18973	0.02241	435	0.00061	5587	0.00489	1056	0.0014	2308	0.00376	7478	0.00931	55219	0.09094	21205	0.02348	17825	0.02188
Lactobacillus crispatus	47770	S	438	0.0007	9853	0.0112	5833	0.0072	6708	0.00804	10551	0.01168	8376	0.00593	6952	0.00934	3660	0.00363	2680	0.00418	3216	0.00537	8078	0.01209	12781	0.01618	5027	0.0074	8751	0.00856	601	0.00082	6207	0.0114	12024	0.01167	3211	0.00412	4005	0.00445	22786	0.01776	11807	0.01394	324	0.00045	8660	0.00758	3140	0.00417	5319	0.00866	9358	0.01165	11329	0.01866	14690	0.01627	4074	0.005
Lactobacillus iners	147802	S	108	0.00017	39	0.00004	99	0.00012	89	0.00011	127	0.00014	95	0.00007	349	0.00047	72	0.00007	40	0.00006	27	0.00005	82	0.00012	185	0.00023	109	0.00016	108	0.00011	29	0.00004	97	0.00018	159	0.00015	45	0.00006	179	0.0002	357	0.00028	210	0.00025	0	0	190	0.00017	16	0.00002	48	0.00008	140	0.00017	164	0.00027	297	0.00033	47	0.00006
Lactobacillus sp. ESL0785	2983232	S	66	0.00011	124	0.00014	100	0.00012	167	0.0002	151	0.00017	127	0.00009	264	0.00035	83	0.00008	52	0.00008	66	0.00011	178	0.00027	263	0.00033	127	0.00019	147	0.00014	0	0	141	0.00026	357	0.00035	50	0.00006	104	0.00012	558	0.00044	283	0.00033	0	0	167	0.00015	76	0.0001	80	0.00013	196	0.00024	368	0.00061	299	0.00033	86	0.00011
Lactobacillus helveticus	1587	S	309	0.00049	4639	0.00527	4387	0.00541	5136	0.00616	8995	0.00996	7986	0.00565	10134	0.01362	4217	0.00418	2088	0.00325	5108	0.00852	7209	0.01079	20135	0.0255	5639	0.0083	5123	0.00501	424	0.00058	6968	0.0128	23313	0.02263	2617	0.00336	5682	0.00632	31985	0.02494	21041	0.02485	142	0.0002	11901	0.01041	1429	0.0019	4043	0.00659	9262	0.01153	23837	0.03926	19287	0.02136	8318	0.01021
Lactobacillus gasseri	1596	S	563	0.0009	500	0.00057	938	0.00116	710	0.00085	601	0.00067	380	0.00027	14284	0.01919	405	0.0004	672	0.00105	495	0.00083	520	0.00078	1159	0.00147	1363	0.00201	373	0.00036	259	0.00035	1124	0.00206	2915	0.00283	623	0.0008	2999	0.00333	3210	0.0025	1964	0.00232	0	0	1252	0.0011	59	0.00008	579	0.00094	733	0.00091	3454	0.00569	3468	0.00384	706	0.00087
Lactobacillus intestinalis	151781	S	34	0.00005	1535	0.00174	851	0.00105	2758	0.00331	548	0.00061	946	0.00067	894	0.0012	1367	0.00136	424	0.00066	1210	0.00202	3043	0.00456	4290	0.00543	1211	0.00178	1973	0.00193	44	0.00006	1027	0.00189	1218	0.00118	411	0.00053	1511	0.00168	5794	0.00452	2432	0.00287	77	0.00011	735	0.00064	265	0.00035	516	0.00084	1955	0.00243	3789	0.00624	4169	0.00462	1319	0.00162
Lactobacillus kefiranofaciens	267818	S	86	0.00014	932	0.00106	1023	0.00126	1136	0.00136	1776	0.00197	1050	0.00074	1620	0.00218	683	0.00068	532	0.00083	950	0.00159	1432	0.00214	3206	0.00406	1500	0.00221	1139	0.00111	50	0.00007	1181	0.00217	11552	0.01121	541	0.00069	1510	0.00168	6665	0.0052	4495	0.00531	40	0.00006	5128	0.00449	239	0.00032	924	0.00151	2585	0.00322	4336	0.00714	5761	0.00638	1616	0.00198
Lactobacillus taiwanensis	508451	S	40	0.00006	103	0.00012	111	0.00014	60	0.00007	88	0.0001	45	0.00003	513	0.00069	73	0.00007	43	0.00007	51	0.00009	66	0.0001	192	0.00024	163	0.00024	44	0.00004	34	0.00005	74	0.00014	170	0.00017	55	0.00007	178	0.0002	287	0.00022	195	0.00023	0	0	68	0.00006	22	0.00003	99	0.00016	87	0.00011	130	0.00021	380	0.00042	162	0.0002
Lactobacillus acetotolerans	1600	S	23	0.00004	418	0.00048	460	0.00057	411	0.00049	688	0.00076	941	0.00067	4026	0.00541	189	0.00019	810	0.00126	610	0.00102	440	0.00066	952	0.00121	925	0.00136	675	0.00066	50	0.00007	278	0.00051	1409	0.00137	397	0.00051	954	0.00106	1432	0.00112	2309	0.00273	11	0.00002	831	0.00073	94	0.00012	236	0.00038	730	0.00091	1292	0.00213	1563	0.00173	343	0.00042
Lactobacillus amylolyticus	83683	S	16	0.00003	244	0.00028	202	0.00025	193	0.00023	310	0.00034	253	0.00018	99	0.00013	67	0.00007	60	0.00009	97	0.00016	177	0.00027	370	0.00047	701	0.00103	237	0.00023	21	0.00003	134	0.00025	283	0.00027	61	0.00008	107	0.00012	729	0.00057	270	0.00032	0	0	192	0.00017	112	0.00015	154	0.00025	291	0.00036	238	0.00039	1788	0.00198	89	0.00011
Limosilactobacillus mucosae	97478	S	7274	0.01162	2242	0.00255	2483	0.00306	5918	0.0071	2358	0.00261	1032	0.00073	2124	0.00285	3033	0.00301	8368	0.01304	439	0.00073	1690	0.00253	929	0.00118	3148	0.00463	969	0.00095	2082	0.00283	1552	0.00285	1509	0.00146	3949	0.00506	4749	0.00528	1794	0.0014	1348	0.00159	744	0.00104	3226	0.00282	4126	0.00548	3172	0.00517	773	0.00096	609	0.001	2252	0.00249	11641	0.01429
Limosilactobacillus reuteri	1598	S	5968	0.00954	20057	0.0228	16115	0.01989	12245	0.01468	11036	0.01222	15749	0.01115	77161	0.10367	1112	0.0011	22852	0.03562	11791	0.01967	4504	0.00674	9908	0.01255	34381	0.05058	13364	0.01307	1223	0.00166	4124	0.00757	28287	0.02746	14341	0.01839	27268	0.03031	11293	0.0088	29301	0.0346	855	0.0012	17397	0.01522	3611	0.00479	4636	0.00755	13694	0.01705	32779	0.05398	31588	0.03498	12839	0.01576
Limosilactobacillus fermentum	1613	S	73	0.00012	180	0.0002	236	0.00029	204	0.00024	231	0.00026	371	0.00026	297	0.0004	132	0.00013	154	0.00024	121	0.0002	219	0.00033	493	0.00062	232	0.00034	268	0.00026	39	0.00005	220	0.0004	318	0.00031	125	0.00016	238	0.00026	613	0.00048	526	0.00062	58	0.00008	348	0.0003	88	0.00012	103	0.00017	344	0.00043	346	0.00057	481	0.00053	174	0.00021
Ligilactobacillus ruminis	1623	S	770	0.00123	73	0.00008	7715	0.00952	138	0.00017	203	0.00022	160	0.00011	273	0.00037	127	0.00013	26	0.00004	105	0.00018	120	0.00018	226	0.00029	105	0.00015	127	0.00012	96	0.00013	104	0.00019	179	0.00017	72	0.00009	101	0.00011	324	0.00025	285	0.00034	23	0.00003	154	0.00013	88	0.00012	61	0.0001	215	0.00027	156	0.00026	171	0.00019	92	0.00011
Ligilactobacillus salivarius	1624	S	56	0.00009	222	0.00025	404	0.0005	754	0.0009	693	0.00077	300	0.00021	590	0.00079	1600	0.00159	779	0.00121	203	0.00034	479	0.00072	630	0.0008	401	0.00059	332	0.00032	536	0.00073	417	0.00077	2632	0.00255	107	0.00014	220	0.00024	1177	0.00092	997	0.00118	13	0.00002	838	0.00073	98	0.00013	2651	0.00432	361	0.00045	590	0.00097	1537	0.0017	391	0.00048
Lactiplantibacillus plantarum	1590	S	101	0.00016	213	0.00024	318	0.00039	323	0.00039	580	0.00064	396	0.00028	268	0.00036	227	0.00023	145	0.00023	288	0.00048	355	0.00053	706	0.00089	556	0.00082	271	0.00026	48	0.00007	294	0.00054	781	0.00076	137	0.00018	193	0.00021	1381	0.00108	984	0.00116	29	0.00004	544	0.00048	138	0.00018	181	0.00029	471	0.00059	787	0.0013	535	0.00059	376	0.00046
Lacticaseibacillus pantheris	171523	S	20	0.00003	0	0	26	0.00003	27	0.00003	18	0.00002	43	0.00003	0	0	11	0.00001	0	0	0	0	0	0	13	0.00002	0	0	12	0.00001	0	0	0	0	0	0	10	0.00001	0	0	12	0.00001	13	0.00002	0	0	10	0.00001	0	0	0	0	15	0.00002	0	0	0	0	0	0
Lacticaseibacillus paracasei	1597	S	14	0.00002	85	0.0001	93	0.00011	93	0.00011	183	0.0002	217	0.00015	104	0.00014	59	0.00006	36	0.00006	84	0.00014	137	0.00021	258	0.00033	107	0.00016	145	0.00014	15	0.00002	101	0.00019	347	0.00034	52	0.00007	102	0.00011	516	0.0004	333	0.00039	0	0	192	0.00017	40	0.00005	63	0.0001	136	0.00017	457	0.00075	222	0.00025	116	0.00014
Lacticaseibacillus zeae	57037	S	15	0.00002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amylolactobacillus amylophilus	1603	S	12	0.00002	63	0.00007	86	0.00011	103	0.00012	146	0.00016	135	0.0001	76	0.0001	59	0.00006	25	0.00004	63	0.00011	140	0.00021	234	0.0003	90	0.00013	115	0.00011	0	0	85	0.00016	285	0.00028	47	0.00006	82	0.00009	568	0.00044	344	0.00041	0	0	178	0.00016	18	0.00002	52	0.00008	149	0.00019	242	0.0004	237	0.00026	93	0.00011
Streptococcus suis	1307	S	49	0.00008	85	0.0001	288	0.00036	376	0.00045	312	0.00035	486	0.00034	298	0.0004	242	0.00024	190	0.0003	334	0.00056	158	0.00024	274	0.00035	315	0.00046	720	0.0007	108	0.00015	67	0.00012	246	0.00024	74	0.00009	403	0.00045	432	0.00034	425	0.0005	279	0.00039	406	0.00036	37	0.00005	126	0.00021	308	0.00038	313	0.00052	232	0.00026	148	0.00018
Streptococcus thermophilus	1308	S	33	0.00005	128	0.00015	239	0.00029	433	0.00052	245	0.00027	267	0.00019	297	0.0004	345	0.00034	97	0.00015	155	0.00026	232	0.00035	469	0.00059	319	0.00047	543	0.00053	85	0.00012	155	0.00028	494	0.00048	118	0.00015	930	0.00103	900	0.0007	536	0.00063	25	0.00004	448	0.00039	77	0.0001	138	0.00022	490	0.00061	612	0.00101	406	0.00045	171	0.00021
